point_rank,k_distance
1,0.9500400967099161
2,0.959235409361353
3,0.9989082319162848
4,1.0038993700458043
5,1.0092654517573019
6,1.010353612824932
7,1.0140631643828324
8,1.0161169632799072
9,1.0220257960715908
10,1.0220257960715908
11,1.0323553248810742
12,1.0715359112742615
13,1.076500703651196
14,1.078690865214441
15,1.0864101389900334
16,1.1024794900882122
17,1.1086289352737242
18,1.1170947967221612
19,1.1320375361060329
20,1.133077544391516
21,1.1393310345357026
22,1.1403518712308254
23,1.1409177492965126
24,1.1635345549034117
25,1.1721428832790606
26,1.1739014449760998
27,1.1747790097635709
28,1.1776125944703884
29,1.1855263002615664
30,1.1928201798074187
31,1.1973012782122145
32,1.1974432576386143
33,1.200261525571503
34,1.200261525571503
35,1.2057666751672715
36,1.210871570693465
37,1.211286077581304
38,1.2157150647093191
39,1.2157150647093191
40,1.2525599088085682
41,1.257238381699182
42,1.2583884804388383
43,1.2641537988338394
44,1.2773509619115972
45,1.279599965313172
46,1.2827373301370577
47,1.2845414004821765
48,1.2869180431816316
49,1.2947670066158643
50,1.2958236154865883
51,1.296357365182509
52,1.296357365182509
53,1.3071868945123075
54,1.310599888818664
55,1.311764699805792
56,1.311764699805792
57,1.3212540276916074
58,1.3230236618228395
59,1.327884734371885
60,1.327884734371885
61,1.3325372163344409
62,1.3325372163344409
63,1.3336566776045313
64,1.3447020990367402
65,1.3450369197519798
66,1.3453256037013201
67,1.34914525370941
68,1.3503590352329295
69,1.350709988253888
70,1.3510499248309364
71,1.3539171063270106
72,1.3584307181090245
73,1.35987668373714
74,1.3632965605257994
75,1.3656470745696676
76,1.365801808397574
77,1.370284385019029
78,1.3710449094321002
79,1.3720245430988354
80,1.3720419915206339
81,1.376905839792787
82,1.3780168379863433
83,1.37962749040106
84,1.386153703305729
85,1.3879623029535069
86,1.3908254066579675
87,1.392021821214613
88,1.3923707668520775
89,1.3966650064211041
90,1.3978147181238632
91,1.3991645030983604
92,1.3995781347850227
93,1.4042029273450403
94,1.4063394588390605
95,1.4094617816671262
96,1.4155771070001901
97,1.4194096353563705
98,1.4206401952932528
99,1.4210043531551897
100,1.4233196738314389
101,1.4241327733774756
102,1.4246201993724257
103,1.4250343624215052
104,1.4274143952227163
105,1.4307087084283139
106,1.4316932904224222
107,1.4344860478813997
108,1.4386071229057373
109,1.4391308553561262
110,1.4432893880785265
111,1.44612967392662
112,1.4564803717821635
113,1.4571503775617607
114,1.4574906206477387
115,1.4582010171025515
116,1.4582010171025515
117,1.4619129073705424
